index,Release_Week,Region,Week,Sites_Reporting,Total_Patient_Visits,Total_ILI,Perc_Unweighted_ILI,Perc_Weighted_ILI
1109,1003,Region 3,200952,213,83812,2190,2.613,2.3811
1110,1003,Region 3,201001,212,91960,1963,2.1346,1.8113
1111,1003,Region 3,201002,205,94058,1731,1.8404,1.7739
1112,1003,Region 3,201003,183,87128,1575,1.8077,1.5036
1113,1003,Region 4,200935,344,130948,9723,7.42508,6.59527
1114,1003,Region 4,200936,341,127745,9621,7.53141,6.76886
1115,1003,Region 4,200937,356,151133,9874,6.53332,6.401
1116,1003,Region 4,200938,333,136135,8403,6.17255,5.88956
1117,1003,Region 4,200939,345,135784,8320,6.12738,6.22466
1118,1003,Region 4,200940,450,169690,10773,6.34864,6.19279
1119,1003,Region 4,200941,447,176891,9820,5.55144,5.32477
1120,1003,Region 4,200942,446,175648,9131,5.19847,4.88626
1121,1003,Region 4,200943,458,178523,9364,5.24526,4.94966
1122,1003,Region 4,200944,443,174232,7811,4.4831,4.3392
1123,1003,Region 4,200945,436,165682,6380,3.85075,3.66441
1124,1003,Region 4,200946,441,166571,5585,3.35292,3.21247
1125,1003,Region 4,200947,434,126077,4271,3.38761,3.03532
1126,1003,Region 4,200948,420,159688,4542,2.8443,2.69689
1127,1003,Region 4,200949,405,150750,3632,2.40929,2.3055
1128,1003,Region 4,200950,391,140961,3518,2.49573,2.25195
1129,1003,Region 4,200951,367,96930,2952,3.0455,2.4923
1130,1003,Region 4,200952,385,110333,3226,2.92388,2.3953
1131,1003,Region 4,201001,407,134906,2795,2.07181,1.67915
1132,1003,Region 4,201002,380,139810,2492,1.78242,1.60824
1133,1003,Region 4,201003,339,124827,2669,2.13816,1.95791
1134,1003,Region 5,200935,202,82442,1583,1.92014,1.80771
1135,1003,Region 5,200936,211,84386,2150,2.54782,2.40345
1136,1003,Region 5,200937,210,93464,2307,2.46833,2.36861
1137,1003,Region 5,200938,209,91887,2279,2.48022,2.27272
1138,1003,Region 5,200939,200,90291,2519,2.78987,2.44207
1139,1003,Region 5,200940,280,111846,4954,4.4293,4.04793
1140,1003,Region 5,200941,277,110514,7071,6.39828,5.9369
1141,1003,Region 5,200942,283,119489,11109,9.29709,9.06793
1142,1003,Region 5,200943,290,119882,10879,9.07476,8.86234
1143,1003,Region 5,200944,289,113878,8672,7.61517,7.4428
1144,1003,Region 5,200945,293,111143,6264,5.63598,5.39676
1145,1003,Region 5,200946,283,106235,4072,3.83301,3.64574
1146,1003,Region 5,200947,274,77476,2285,2.9493,2.6776
1147,1003,Region 5,200948,257,96652,1825,1.88822,1.80763
1148,1003,Region 5,200949,250,88007,1710,1.94303,1.80091
1149,1003,Region 5,200950,255,87641,1277,1.45708,1.41026
1150,1003,Region 5,200951,235,61898,1304,2.10669,1.7861
1151,1003,Region 5,200952,229,60145,1227,2.04007,1.8488
1152,1003,Region 5,201001,221,76643,1167,1.52264,1.33512
1153,1003,Region 5,201002,219,79673,1081,1.3568,1.21182
1154,1003,Region 5,201003,200,74641,880,1.17898,1.09099
1155,1003,Region 6,200935,143,51585,3982,7.7193,4.7238
1156,1003,Region 6,200936,135,49049,3365,6.8605,5.503
1157,1003,Region 6,200937,142,57754,5142,8.9033,7.2944
1158,1003,Region 6,200938,132,41479,3445,8.3054,7.6043
1159,1003,Region 6,200939,136,54235,5353,9.87,9.4622
1160,1003,Region 6,200940,209,76441,9134,11.9491,12.8406
1161,1003,Region 6,200941,212,68254,9027,13.2256,13.4497
1162,1003,Region 6,200942,205,71092,7782,10.9464,11.3784
1163,1003,Region 6,200943,204,67191,5815,8.6544,9.1581
1164,1003,Region 6,200944,219,84393,5604,6.6404,6.6976
1165,1003,Region 6,200945,208,68576,4183,6.0998,6.4278
1166,1003,Region 6,200946,203,63371,3502,5.5262,5.8158
1167,1003,Region 6,200947,213,60034,2740,4.5641,4.3824
1168,1003,Region 6,200948,207,74605,3018,4.0453,3.9097
1169,1003,Region 6,200949,207,72465,2749,3.7936,3.565
1170,1003,Region 6,200950,193,56695,1985,3.5012,3.5459
1171,1003,Region 6,200951,190,46631,1750,3.7529,3.4067
1172,1003,Region 6,200952,185,58878,2051,3.4835,3.1292
1173,1003,Region 6,201001,194,75661,2050,2.7095,2.3931
1174,1003,Region 6,201002,190,80068,2318,2.895,2.708
1175,1003,Region 6,201003,130,49587,1206,2.4321,2.277
1176,1003,Region 7,200935,55,13610,516,3.7913,4.1403
1177,1003,Region 7,200936,60,15278,610,3.9927,4.4792
1178,1003,Region 7,200937,56,13911,652,4.6869,5.1207
1179,1003,Region 7,200938,60,17778,933,5.2481,4.9454
1180,1003,Region 7,200939,61,19431,1002,5.1567,4.7287
1181,1003,Region 7,200940,128,36247,2615,7.2144,6.9604
1182,1003,Region 7,200941,128,36990,3893,10.5245,10.4108
1183,1003,Region 7,200942,130,38845,4400,11.3271,11.3483
1184,1003,Region 7,200943,133,37678,3122,8.286,8.3115
1185,1003,Region 7,200944,130,36141,2491,6.8924,7.0869
1186,1003,Region 7,200945,127,34977,1721,4.9204,5.117
1187,1003,Region 7,200946,125,32901,967,2.9391,2.8658
1188,1003,Region 7,200947,129,26484,672,2.5374,2.6553
1189,1003,Region 7,200948,128,34272,743,2.168,2.4418
1190,1003,Region 7,200949,125,29184,569,1.9497,2.3441
1191,1003,Region 7,200950,119,28578,439,1.5361,1.5627
1192,1003,Region 7,200951,117,18676,334,1.7884,1.8343
1193,1003,Region 7,200952,109,20339,356,1.7503,1.9123
1194,1003,Region 7,201001,110,22090,386,1.7474,1.8087
1195,1003,Region 7,201002,112,27537,290,1.0531,0.9776
1196,1003,Region 7,201003,90,22372,309,1.3812,1.3408
1197,1003,Region 8,200935,73,37704,320,0.84872,0.69158
1198,1003,Region 8,200936,70,34102,522,1.5307,1.38416
1199,1003,Region 8,200937,70,37783,779,2.06177,1.89509
1200,1003,Region 8,200938,70,37425,922,2.46359,2.23432
1201,1003,Region 8,200939,70,39445,1570,3.98023,3.88557
1202,1003,Region 8,200940,104,57408,3783,6.58967,6.22896
1203,1003,Region 8,200941,111,58317,5118,8.77617,8.29714
1204,1003,Region 8,200942,114,59765,5106,8.54346,8.51628
1205,1003,Region 8,200943,108,50115,3036,6.05807,6.01043
1206,1003,Region 8,200944,106,51728,2591,5.00889,4.79206
1207,1003,Region 8,200945,105,52610,1532,2.91199,2.86575
1208,1003,Region 8,200946,102,51570,1239,2.40256,2.42176
1209,1003,Region 8,200947,105,41023,858,2.09151,2.05185
1210,1003,Region 8,200948,103,52423,949,1.81027,1.68574
1211,1003,Region 8,200949,100,46947,749,1.59542,1.4607
1212,1003,Region 8,200950,99,48377,685,1.41596,1.29537
1213,1003,Region 8,200951,84,29879,432,1.44583,1.4877
1214,1003,Region 8,200952,90,32725,429,1.31092,1.17806
1215,1003,Region 8,201001,87,41776,307,0.73487,0.71036
1216,1003,Region 8,201002,87,43011,304,0.7068,0.67032
1217,1003,Region 8,201003,74,35945,295,0.8207,0.7847
1218,1003,Region 9,200935,187,50225,1397,2.78148,2.91781
1219,1003,Region 9,200936,186,48339,1497,3.09688,3.37123
1220,1003,Region 9,200937,182,54904,1743,3.17463,3.60835
1221,1003,Region 9,200938,156,49087,1810,3.68733,3.35156
1222,1003,Region 9,200939,158,50606,2332,4.60815,4.96627
1223,1003,Region 9,200940,241,87276,4396,5.03689,6.03882
1224,1003,Region 9,200941,261,88040,5552,6.30622,7.32327
1225,1003,Region 9,200942,261,97058,4389,4.52204,5.95464
1226,1003,Region 9,200943,259,99018,4629,4.67491,6.50913
1227,1003,Region 9,200944,268,96408,4253,4.41146,6.34717
1228,1003,Region 9,200945,271,91319,3358,3.67722,5.16903
1229,1003,Region 9,200946,270,100937,3474,3.44175,4.5818
1230,1003,Region 9,200947,260,72299,2834,3.91983,5.41076
1231,1003,Region 9,200948,262,96065,2834,2.95009,3.919
1232,1003,Region 9,200949,255,92883,2419,2.60435,3.44282
1233,1003,Region 9,200950,237,81742,1989,2.43327,3.55654
1234,1003,Region 9,200951,227,54857,1480,2.69792,4.14793
1235,1003,Region 9,200952,214,55507,1760,3.17077,4.6502
1236,1003,Region 9,201001,214,67453,1640,2.43132,3.19525
1237,1003,Region 9,201002,214,77271,1664,2.15346,3.27988
1238,1003,Region 9,201003,157,44037,943,2.14138,2.79354
1239,1003,Region 10,200935,38,8562,381,4.44989,4.53417
1240,1003,Region 10,200936,42,7903,440,5.56751,4.17263
1241,1003,Region 10,200937,42,9845,408,4.14424,3.56886
1242,1003,Region 10,200938,39,9095,507,5.57449,4.70946
1243,1003,Region 10,200939,43,10059,779,7.74431,6.86862
1244,1003,Region 10,200940,66,19448,1605,8.25278,7.20869
1245,1003,Region 10,200941,66,17880,1718,9.6085,9.22531
1246,1003,Region 10,200942,65,17961,1559,8.67992,8.57669
1247,1003,Region 10,200943,65,17026,1243,7.3006,7.16465
1248,1003,Region 10,200944,63,16532,819,4.95403,5.12733
1249,1003,Region 10,200945,67,17013,653,3.83824,3.97616
1250,1003,Region 10,200946,60,15884,451,2.83934,2.92886
1251,1003,Region 10,200947,60,10333,227,2.19685,2.3039
1252,1003,Region 10,200948,60,15756,288,1.82788,1.61281
1253,1003,Region 10,200949,59,13812,220,1.59282,1.31171
1254,1003,Region 10,200950,53,11680,168,1.43836,1.45852
1255,1003,Region 10,200951,56,7999,145,1.81273,1.5971
1256,1003,Region 10,200952,51,7796,166,2.1293,2.00428
1257,1003,Region 10,201001,53,12935,159,1.22922,1.05308
1258,1003,Region 10,201002,44,10947,145,1.32456,1.1616
1259,1003,Region 10,201003,32,7901,139,1.75927,1.33539
1260,1004,Region 1,200935,96,64093,257,0.40098,0.62755
1261,1004,Region 1,200936,96,53552,265,0.49485,0.83766
1262,1004,Region 1,200937,99,73590,478,0.64954,1.04911
1263,1004,Region 1,200938,101,76099,622,0.81736,1.06889
1264,1004,Region 1,200939,102,73743,614,0.83262,1.16454
1265,1004,Region 1,200940,133,40591,665,1.63829,1.6257
1266,1004,Region 1,200941,144,38290,926,2.41839,2.49826
1267,1004,Region 1,200942,145,41594,1881,4.52229,4.4653
1268,1004,Region 1,200943,147,45118,3219,7.13462,6.20621
1269,1004,Region 1,200944,151,47849,4694,9.81003,9.66544
1270,1004,Region 1,200945,147,44766,3358,7.50123,7.46037
1271,1004,Region 1,200946,153,45700,2259,4.94311,4.89567
1272,1004,Region 1,200947,150,27719,857,3.09174,2.81704
1273,1004,Region 1,200948,147,39250,762,1.9414,1.98582
1274,1004,Region 1,200949,147,39385,571,1.44979,1.32137
1275,1004,Region 1,200950,127,33951,412,1.21351,1.13338
1276,1004,Region 1,200951,129,21480,259,1.20577,1.09915
1277,1004,Region 1,200952,124,22623,260,1.14927,1.15956
1278,1004,Region 1,201001,125,30152,264,0.87556,0.75859
1279,1004,Region 1,201002,121,29899,210,0.70236,0.6263
1280,1004,Region 1,201003,117,30489,277,0.90852,0.90677
1281,1004,Region 1,201004,99,25396,166,0.65365,0.75621
1282,1004,Region 2,200935,53,89896,1426,1.58628,2.68987
1283,1004,Region 2,200936,59,91248,1775,1.94525,4.10787
1284,1004,Region 2,200937,56,95006,1828,1.92409,3.25281
1285,1004,Region 2,200938,56,100622,2133,2.11981,2.91961
1286,1004,Region 2,200939,57,94551,1904,2.01373,2.49142
1287,1004,Region 2,200940,161,117318,2406,2.05084,2.17136
1288,1004,Region 2,200941,173,109925,2738,2.49079,3.27658
1289,1004,Region 2,200942,192,125481,4767,3.79898,5.72293
1290,1004,Region 2,200943,196,128664,6278,4.87938,7.94989
1291,1004,Region 2,200944,200,126741,6247,4.92895,8.12223
1292,1004,Region 2,200945,202,129456,6113,4.72207,6.52642
1293,1004,Region 2,200946,197,127397,4979,3.90826,4.74724
1294,1004,Region 2,200947,194,107342,4285,3.99191,4.11565
1295,1004,Region 2,200948,194,121268,3806,3.1385,2.85129
1296,1004,Region 2,200949,185,111686,3289,2.94486,2.84941
1297,1004,Region 2,200950,185,111141,3151,2.83514,2.40406
1298,1004,Region 2,200951,135,87014,2655,3.05123,2.59573
1299,1004,Region 2,200952,134,92814,2956,3.18486,2.43367
1300,1004,Region 2,201001,123,100255,2248,2.24228,1.78017
1301,1004,Region 2,201002,116,99979,2156,2.15645,1.92977
1302,1004,Region 2,201003,122,101496,2305,2.27103,2.00186
1303,1004,Region 2,201004,93,93796,1930,2.05766,1.97385
1304,1004,Region 3,200935,169,82952,1318,1.5889,1.7003
1305,1004,Region 3,200936,175,90900,2156,2.3718,2.9572
1306,1004,Region 3,200937,176,101841,2959,2.9055,3.5789
1307,1004,Region 3,200938,169,94745,3346,3.5316,3.9968
1308,1004,Region 3,200939,171,87751,3576,4.0752,4.0408
1309,1004,Region 3,200940,206,109409,6442,5.888,6.1027
1310,1004,Region 3,200941,225,126543,9289,7.3406,6.9803
1311,1004,Region 3,200942,240,131477,15918,12.1071,10.28
1312,1004,Region 3,200943,243,132965,16462,12.3807,10.5841
1313,1004,Region 3,200944,247,124243,11329,9.1184,8.3661
1314,1004,Region 3,200945,249,118078,7457,6.3153,5.6557
1315,1004,Region 3,200946,245,116242,4814,4.1414,3.879
1316,1004,Region 3,200947,241,85934,2871,3.3409,3.1179
1317,1004,Region 3,200948,233,100741,2593,2.5739,2.2543
1318,1004,Region 3,200949,232,100688,2505,2.4879,2.2761
1319,1004,Region 3,200950,217,92126,2271,2.4651,2.2041
1320,1004,Region 3,200951,211,79173,2163,2.732,2.7317
1321,1004,Region 3,200952,213,84862,2201,2.5936,2.3647
1322,1004,Region 3,201001,214,94434,1969,2.0851,1.7363
1323,1004,Region 3,201002,212,97325,1744,1.7919,1.6917
1324,1004,Region 3,201003,205,94009,1674,1.7807,1.4893
1325,1004,Region 3,201004,198,91985,1696,1.8438,1.5725
1326,1004,Region 4,200935,344,130948,9723,7.42508,6.59527
1327,1004,Region 4,200936,341,127745,9621,7.53141,6.76886
1328,1004,Region 4,200937,356,151133,9874,6.53332,6.401
1329,1004,Region 4,200938,333,136135,8403,6.17255,5.88956
1330,1004,Region 4,200939,345,135784,8320,6.12738,6.22466
1331,1004,Region 4,200940,449,169686,10769,6.34643,6.18725
1332,1004,Region 4,200941,446,176886,9815,5.54877,5.32294
1333,1004,Region 4,200942,445,175639,9122,5.19361,4.88317
1334,1004,Region 4,200943,457,178521,9362,5.2442,4.94896
1335,1004,Region 4,200944,442,174229,7808,4.48146,4.33799
1336,1004,Region 4,200945,436,166111,6388,3.84562,3.66539
1337,1004,Region 4,200946,441,166956,5593,3.34998,3.2122
1338,1004,Region 4,200947,435,126819,4282,3.37647,3.03322
1339,1004,Region 4,200948,421,160424,4544,2.83249,2.68494
1340,1004,Region 4,200949,407,151583,3632,2.39605,2.29191
1341,1004,Region 4,200950,393,141715,3519,2.48315,2.23481
1342,1004,Region 4,200951,369,97298,2952,3.03398,2.48089
1343,1004,Region 4,200952,387,110543,3226,2.91832,2.38976
1344,1004,Region 4,201001,412,136049,2826,2.07719,1.69148
1345,1004,Region 4,201002,391,142669,2545,1.78385,1.6224
1346,1004,Region 4,201003,381,137595,2817,2.04731,1.88862
1347,1004,Region 4,201004,344,131030,2565,1.95757,1.89502
1348,1004,Region 5,200935,202,82442,1583,1.92014,1.80771
1349,1004,Region 5,200936,211,84386,2150,2.54782,2.40345
1350,1004,Region 5,200937,210,93464,2307,2.46833,2.36861
1351,1004,Region 5,200938,209,91887,2279,2.48022,2.27272
1352,1004,Region 5,200939,200,90291,2519,2.78987,2.44207
1353,1004,Region 5,200940,280,111846,4954,4.4293,4.04793
1354,1004,Region 5,200941,277,110514,7071,6.39828,5.9369
1355,1004,Region 5,200942,283,119489,11109,9.29709,9.06793
1356,1004,Region 5,200943,290,119882,10879,9.07476,8.86234
1357,1004,Region 5,200944,289,113878,8672,7.61517,7.4428
1358,1004,Region 5,200945,293,111143,6264,5.63598,5.39676
1359,1004,Region 5,200946,283,106235,4072,3.83301,3.64574
1360,1004,Region 5,200947,275,77498,2289,2.95362,2.68257
1361,1004,Region 5,200948,259,96970,1831,1.88821,1.80843
1362,1004,Region 5,200949,253,88247,1721,1.95021,1.81573
1363,1004,Region 5,200950,259,88026,1284,1.45866,1.41114
1364,1004,Region 5,200951,239,62116,1306,2.10252,1.78159
1365,1004,Region 5,200952,234,60504,1234,2.03953,1.84757
1366,1004,Region 5,201001,230,78250,1179,1.50671,1.33043
1367,1004,Region 5,201002,229,81705,1087,1.3304,1.1879
1368,1004,Region 5,201003,235,81590,1040,1.27467,1.17913
1369,1004,Region 5,201004,197,75603,1011,1.33725,1.17912
1370,1004,Region 6,200935,143,51585,3982,7.7193,4.7238
1371,1004,Region 6,200936,135,49049,3365,6.8605,5.503
1372,1004,Region 6,200937,142,57754,5142,8.9033,7.2944
1373,1004,Region 6,200938,132,41479,3445,8.3054,7.6043
1374,1004,Region 6,200939,136,54235,5353,9.87,9.4622
1375,1004,Region 6,200940,209,76441,9134,11.9491,12.8406
1376,1004,Region 6,200941,213,68479,9027,13.1821,13.3905
1377,1004,Region 6,200942,205,71092,7782,10.9464,11.3784
1378,1004,Region 6,200943,204,67191,5815,8.6544,9.1581
1379,1004,Region 6,200944,219,84393,5604,6.6404,6.6976
1380,1004,Region 6,200945,208,68576,4183,6.0998,6.4278
1381,1004,Region 6,200946,203,63371,3502,5.5262,5.8158
1382,1004,Region 6,200947,213,60034,2740,4.5641,4.3824
1383,1004,Region 6,200948,207,74605,3018,4.0453,3.9097
1384,1004,Region 6,200949,208,72499,2749,3.7918,3.5631
1385,1004,Region 6,200950,194,56702,1985,3.5008,3.5455
1386,1004,Region 6,200951,192,46686,1750,3.7484,3.4017
1387,1004,Region 6,200952,187,58878,2051,3.4835,3.1292
1388,1004,Region 6,201001,197,75845,2055,2.7095,2.3948
1389,1004,Region 6,201002,198,81571,2446,2.9986,2.8387
1390,1004,Region 6,201003,183,77928,2274,2.9181,2.5868
1391,1004,Region 6,201004,123,47581,1120,2.3539,2.5045
1392,1004,Region 7,200935,55,13610,516,3.7913,4.1403
1393,1004,Region 7,200936,60,15278,610,3.9927,4.4792
1394,1004,Region 7,200937,56,13911,652,4.6869,5.1207
1395,1004,Region 7,200938,60,17778,933,5.2481,4.9454
1396,1004,Region 7,200939,61,19431,1002,5.1567,4.7287
1397,1004,Region 7,200940,126,36234,2602,7.1811,6.918
1398,1004,Region 7,200941,126,36973,3876,10.4833,10.3575
1399,1004,Region 7,200942,129,38836,4391,11.3065,11.3209
1400,1004,Region 7,200943,132,37675,3119,8.2787,8.3016
1401,1004,Region 7,200944,129,36128,2472,6.8423,7.0117
1402,1004,Region 7,200945,126,34953,1698,4.858,5.0108
1403,1004,Region 7,200946,125,33016,967,2.9289,2.85
1404,1004,Region 7,200947,129,26534,672,2.5326,2.643
1405,1004,Region 7,200948,129,34390,743,2.1605,2.422
1406,1004,Region 7,200949,126,29309,569,1.9414,2.3007
1407,1004,Region 7,200950,121,28728,446,1.5525,1.5814
1408,1004,Region 7,200951,120,18894,339,1.7942,1.8604
1409,1004,Region 7,200952,113,20600,362,1.7573,1.8973
1410,1004,Region 7,201001,115,23061,402,1.7432,1.7476
1411,1004,Region 7,201002,120,29208,321,1.099,1.0391
1412,1004,Region 7,201003,116,27972,431,1.5408,1.6925
1413,1004,Region 7,201004,98,23293,379,1.6271,1.5935
1414,1004,Region 8,200935,73,37704,320,0.84872,0.69158
1415,1004,Region 8,200936,70,34102,522,1.5307,1.38416
1416,1004,Region 8,200937,70,37783,779,2.06177,1.89509
1417,1004,Region 8,200938,70,37425,922,2.46359,2.23432
1418,1004,Region 8,200939,70,39445,1570,3.98023,3.88557
1419,1004,Region 8,200940,104,57408,3783,6.58967,6.22896
1420,1004,Region 8,200941,111,58317,5118,8.77617,8.29714
1421,1004,Region 8,200942,114,59765,5106,8.54346,8.51628
1422,1004,Region 8,200943,108,50115,3036,6.05807,6.01043
1423,1004,Region 8,200944,106,51728,2591,5.00889,4.79206
1424,1004,Region 8,200945,105,52610,1532,2.91199,2.86575
1425,1004,Region 8,200946,102,51570,1239,2.40256,2.42176
1426,1004,Region 8,200947,105,41023,858,2.09151,2.05185
1427,1004,Region 8,200948,103,52423,949,1.81027,1.68574
1428,1004,Region 8,200949,100,46947,750,1.59755,1.46183
1429,1004,Region 8,200950,99,48377,685,1.41596,1.29537
1430,1004,Region 8,200951,84,29879,432,1.44583,1.4877
1431,1004,Region 8,200952,90,32725,429,1.31092,1.17806
1432,1004,Region 8,201001,88,41962,308,0.734,0.71025
1433,1004,Region 8,201002,91,43968,317,0.72098,0.68599
1434,1004,Region 8,201003,88,41818,361,0.86326,0.84517
1435,1004,Region 8,201004,71,20524,236,1.14987,0.99034
1436,1004,Region 9,200935,187,50225,1397,2.78148,2.91781
1437,1004,Region 9,200936,186,48339,1497,3.09688,3.37123
1438,1004,Region 9,200937,182,54904,1743,3.17463,3.60835
1439,1004,Region 9,200938,156,49087,1810,3.68733,3.35156
1440,1004,Region 9,200939,158,50606,2332,4.60815,4.96627
1441,1004,Region 9,200940,241,87276,4396,5.03689,6.03882
1442,1004,Region 9,200941,261,88040,5552,6.30622,7.32327
1443,1004,Region 9,200942,261,97058,4389,4.52204,5.95464
1444,1004,Region 9,200943,259,99018,4629,4.67491,6.50913
1445,1004,Region 9,200944,267,96401,4246,4.40452,6.34325
1446,1004,Region 9,200945,270,91313,3352,3.67089,5.16561
1447,1004,Region 9,200946,269,100937,3474,3.44175,4.5818
1448,1004,Region 9,200947,259,72298,2833,3.9185,5.4101
1449,1004,Region 9,200948,261,96065,2834,2.95009,3.919
1450,1004,Region 9,200949,256,92968,2419,2.60197,3.43534
1451,1004,Region 9,200950,237,81816,1986,2.4274,3.54563
1452,1004,Region 9,200951,230,55149,1481,2.68545,4.11948
1453,1004,Region 9,200952,220,55938,1765,3.15528,4.61914
1454,1004,Region 9,201001,223,70641,1667,2.35982,3.15403
1455,1004,Region 9,201002,228,79971,1695,2.11952,3.24701
1456,1004,Region 9,201003,196,52361,1170,2.23449,2.91935
1457,1004,Region 9,201004,133,36546,923,2.52558,2.7005
1458,1004,Region 10,200935,38,8562,381,4.44989,4.53417
1459,1004,Region 10,200936,42,7903,440,5.56751,4.17263
1460,1004,Region 10,200937,42,9845,408,4.14424,3.56886
1461,1004,Region 10,200938,39,9095,507,5.57449,4.70946
1462,1004,Region 10,200939,43,10059,779,7.74431,6.86862
1463,1004,Region 10,200940,66,19448,1605,8.25278,7.20869
1464,1004,Region 10,200941,66,17880,1718,9.6085,9.22531
1465,1004,Region 10,200942,65,17961,1559,8.67992,8.57669
1466,1004,Region 10,200943,65,17026,1243,7.3006,7.16465
1467,1004,Region 10,200944,63,16532,819,4.95403,5.12733
1468,1004,Region 10,200945,67,17013,653,3.83824,3.97616
1469,1004,Region 10,200946,60,15884,451,2.83934,2.92886
1470,1004,Region 10,200947,60,10333,227,2.19685,2.3039
1471,1004,Region 10,200948,60,15756,288,1.82788,1.61281
1472,1004,Region 10,200949,59,13812,220,1.59282,1.31171
1473,1004,Region 10,200950,53,11680,168,1.43836,1.45852
1474,1004,Region 10,200951,56,7999,145,1.81273,1.5971
1475,1004,Region 10,200952,51,7796,166,2.1293,2.00428
1476,1004,Region 10,201001,54,13052,159,1.2182,1.04925
1477,1004,Region 10,201002,46,11127,145,1.30314,1.15236
1478,1004,Region 10,201003,39,9255,150,1.62075,1.2249
1479,1004,Region 10,201004,33,7452,199,2.67042,2.37799
1480,1005,Region 1,200935,96,64093,257,0.40098,0.62755
1481,1005,Region 1,200936,96,53552,265,0.49485,0.83766
1482,1005,Region 1,200937,99,73590,478,0.64954,1.04911
1483,1005,Region 1,200938,101,76099,622,0.81736,1.06889
1484,1005,Region 1,200939,102,73743,614,0.83262,1.16454
1485,1005,Region 1,200940,133,40591,665,1.63829,1.6257
1486,1005,Region 1,200941,145,38368,930,2.42389,2.5068
1487,1005,Region 1,200942,145,41594,1881,4.52229,4.4653
1488,1005,Region 1,200943,147,45118,3219,7.13462,6.20621
1489,1005,Region 1,200944,151,47849,4694,9.81003,9.66544
1490,1005,Region 1,200945,147,44766,3358,7.50123,7.46037
1491,1005,Region 1,200946,154,45750,2259,4.9377,4.87999
1492,1005,Region 1,200947,150,27719,857,3.09174,2.81704
1493,1005,Region 1,200948,147,39250,762,1.9414,1.98582
1494,1005,Region 1,200949,147,39385,571,1.44979,1.32137
1495,1005,Region 1,200950,129,34585,413,1.19416,1.11371
1496,1005,Region 1,200951,131,21959,259,1.17947,1.07099
1497,1005,Region 1,200952,126,22652,260,1.1478,1.15677
1498,1005,Region 1,201001,128,30295,267,0.88133,0.75948
1499,1005,Region 1,201002,126,30308,211,0.69619,0.62659
1500,1005,Region 1,201003,122,30888,278,0.90003,0.89751
1501,1005,Region 1,201004,117,33070,287,0.86786,0.88735
1502,1005,Region 1,201005,94,27494,306,1.11297,1.01439
1503,1005,Region 2,200935,53,89896,1426,1.58628,2.68987
1504,1005,Region 2,200936,59,91248,1775,1.94525,4.10787
1505,1005,Region 2,200937,56,95006,1828,1.92409,3.25281
1506,1005,Region 2,200938,56,100622,2133,2.11981,2.91961
1507,1005,Region 2,200939,57,94551,1904,2.01373,2.49142
1508,1005,Region 2,200940,161,117318,2406,2.05084,2.17136
1509,1005,Region 2,200941,173,109925,2738,2.49079,3.27658
1510,1005,Region 2,200942,192,125481,4767,3.79898,5.72293
1511,1005,Region 2,200943,196,128664,6278,4.87938,7.94989
1512,1005,Region 2,200944,200,126741,6247,4.92895,8.12223
1513,1005,Region 2,200945,202,129456,6113,4.72207,6.52642
1514,1005,Region 2,200946,197,127397,4979,3.90826,4.74724
1515,1005,Region 2,200947,194,107342,4285,3.99191,4.11565
1516,1005,Region 2,200948,194,121268,3806,3.1385,2.85129
1517,1005,Region 2,200949,186,112971,3331,2.94854,2.80249
1518,1005,Region 2,200950,187,111893,3166,2.82949,2.36424
1519,1005,Region 2,200951,143,89399,2699,3.01905,2.47193
1520,1005,Region 2,200952,144,94780,2994,3.15889,2.42941
1521,1005,Region 2,201001,135,104590,2317,2.21532,1.76318
1522,1005,Region 2,201002,135,105290,2245,2.13221,1.90113
1523,1005,Region 2,201003,142,105821,2361,2.23113,1.94308
1524,1005,Region 2,201004,119,100600,2037,2.02485,1.83945
1525,1005,Region 2,201005,67,89959,1895,2.10652,1.1274
1526,1005,Region 3,200935,169,82952,1318,1.5889,1.7003
1527,1005,Region 3,200936,175,90900,2156,2.3718,2.9572
1528,1005,Region 3,200937,176,101841,2959,2.9055,3.5789
1529,1005,Region 3,200938,169,94745,3346,3.5316,3.9968
1530,1005,Region 3,200939,171,87751,3576,4.0752,4.0408
1531,1005,Region 3,200940,206,109409,6442,5.888,6.1027
1532,1005,Region 3,200941,225,126543,9289,7.3406,6.9803
1533,1005,Region 3,200942,240,131477,15918,12.1071,10.28
1534,1005,Region 3,200943,243,132965,16462,12.3807,10.5841
1535,1005,Region 3,200944,248,124439,11349,9.1201,8.3751
1536,1005,Region 3,200945,250,118292,7466,6.3115,5.6504
1537,1005,Region 3,200946,246,116411,4815,4.1362,3.8697
1538,1005,Region 3,200947,242,85960,2871,3.3399,3.1142
1539,1005,Region 3,200948,234,100836,2593,2.5715,2.2474
1540,1005,Region 3,200949,234,101004,2505,2.4801,2.2639
1541,1005,Region 3,200950,219,92307,2271,2.4603,2.2003
1542,1005,Region 3,200951,212,79376,2163,2.725,2.7264
1543,1005,Region 3,200952,214,85067,2201,2.5874,2.3604
1544,1005,Region 3,201001,218,95972,2133,2.2225,2.0302
1545,1005,Region 3,201002,217,98928,1854,1.8741,1.8548
1546,1005,Region 3,201003,209,95603,1811,1.8943,1.691
1547,1005,Region 3,201004,215,95778,1912,1.9963,1.7894
1548,1005,Region 3,201005,172,77937,1441,1.8489,2.0482
