index,Release_Week,Region,Week,Sites_Reporting,ILI_0_4_years,ILI_5_24_years,ILI_25_49_years,ILI_50_64_years,ILI_65_plus_years,Total_ILI,Total_Patient_Visits,Perc_Unweighted_ILI,Perc_Weighted_ILI
358,1447,Region 7,201445,77,47,120,58,11,11,247,50065,0.49,0.76
359,1447,Region 7,201446,73,61,129,59,21,7,277,48880,0.57,1.09
360,1447,Region 7,201447,59,68,144,49,18,7,286,44356,0.64,1.11
361,1447,Region 8,201440,117,82,152,87,19,8,348,36976,0.94,0.67
362,1447,Region 8,201441,114,58,146,87,23,12,326,37506,0.87,0.66
363,1447,Region 8,201442,114,65,175,82,19,10,351,39372,0.89,0.67
364,1447,Region 8,201443,109,80,173,91,22,10,376,34866,1.08,0.79
365,1447,Region 8,201444,111,81,151,94,26,12,364,36136,1.01,0.77
366,1447,Region 8,201445,105,82,179,80,21,6,368,33994,1.08,0.82
367,1447,Region 8,201446,106,89,211,95,19,14,428,35181,1.22,0.8
368,1447,Region 8,201447,94,92,216,70,23,16,417,30516,1.37,0.76
369,1447,Region 9,201440,231,265,545,210,98,110,1228,81551,1.51,1.8
370,1447,Region 9,201441,242,306,577,220,119,94,1316,83146,1.58,1.88
371,1447,Region 9,201442,247,304,538,224,110,131,1307,84787,1.54,1.8
372,1447,Region 9,201443,247,291,502,254,103,73,1223,84644,1.44,1.73
373,1447,Region 9,201444,250,310,480,178,105,108,1181,79730,1.48,1.76
374,1447,Region 9,201445,247,348,634,194,107,79,1362,79805,1.71,2.1
375,1447,Region 9,201446,210,355,493,159,70,87,1164,68922,1.69,2.0
376,1447,Region 9,201447,140,234,333,94,35,24,720,40561,1.78,2.04
377,1447,Region 10,201440,53,22,30,7,1,1,61,10868,0.56,0.47
378,1447,Region 10,201441,53,24,65,20,10,3,122,11648,1.05,1.1
379,1447,Region 10,201442,66,34,62,11,11,2,120,13619,0.88,0.81
380,1447,Region 10,201443,62,38,40,20,6,4,108,12961,0.83,0.76
381,1447,Region 10,201444,64,38,52,25,5,7,127,12688,1.0,0.89
382,1447,Region 10,201445,63,46,63,20,10,10,149,12760,1.17,0.9
383,1447,Region 10,201446,63,43,54,28,9,8,142,12486,1.14,0.92
384,1447,Region 10,201447,50,51,48,21,6,17,143,10060,1.42,1.11
385,1448,National,201440,1907,2918,3990,2026,700,521,10155,825125,1.23,1.19
386,1448,National,201441,1932,3041,4414,2150,837,526,10968,814547,1.35,1.34
387,1448,National,201442,1954,3424,4734,2327,874,562,11921,826208,1.44,1.41
388,1448,National,201443,1950,3373,4859,2461,880,507,12080,834123,1.45,1.46
389,1448,National,201444,1950,3540,4985,2249,787,504,12065,818192,1.47,1.46
390,1448,National,201445,1926,4126,5626,2307,829,523,13411,817055,1.64,1.66
391,1448,National,201446,1833,4202,5307,2179,846,544,13078,770201,1.7,1.63
392,1448,National,201447,1747,4380,6479,2808,983,566,15216,727211,2.09,2.11
393,1448,National,201448,1604,4805,5952,2978,997,718,15450,549575,2.81,2.61
394,1448,Region 1,201440,142,101,185,44,13,9,352,50625,0.7,0.88
395,1448,Region 1,201441,148,109,199,37,24,17,386,50400,0.77,0.93
396,1448,Region 1,201442,142,81,191,52,21,8,353,44693,0.79,0.95
397,1448,Region 1,201443,145,80,160,47,20,14,321,50792,0.63,0.82
398,1448,Region 1,201444,147,110,214,54,29,15,422,51051,0.83,1.08
399,1448,Region 1,201445,149,137,245,51,24,16,473,55676,0.85,1.18
400,1448,Region 1,201446,139,116,215,51,29,19,430,47797,0.9,1.17
401,1448,Region 1,201447,124,136,146,46,22,9,359,42353,0.85,1.1
402,1448,Region 1,201448,114,112,95,28,12,13,260,26614,0.98,1.17
403,1448,Region 2,201440,248,872,758,351,150,108,2239,133691,1.67,1.83
404,1448,Region 2,201441,237,837,675,338,148,110,2108,128926,1.64,1.72
405,1448,Region 2,201442,251,995,860,450,183,108,2596,129397,2.01,2.39
406,1448,Region 2,201443,254,927,968,449,155,101,2600,127455,2.04,2.39
407,1448,Region 2,201444,246,1011,863,343,137,84,2438,122119,2.0,2.09
408,1448,Region 2,201445,242,1189,907,344,138,104,2682,122201,2.19,2.62
409,1448,Region 2,201446,229,1087,814,314,155,79,2449,117289,2.09,2.44
410,1448,Region 2,201447,224,1097,838,361,170,94,2560,113263,2.26,2.93
411,1448,Region 2,201448,216,1213,807,372,136,87,2615,98414,2.66,3.39
412,1448,Region 3,201440,240,374,615,448,123,84,1644,127192,1.29,1.12
413,1448,Region 3,201441,236,398,657,456,131,67,1709,111098,1.54,1.35
414,1448,Region 3,201442,229,402,706,436,145,78,1767,116257,1.52,1.25
415,1448,Region 3,201443,237,469,685,449,151,76,1830,123830,1.48,1.31
416,1448,Region 3,201444,236,480,719,445,126,78,1848,120009,1.54,1.35
417,1448,Region 3,201445,233,526,738,411,129,86,1890,124152,1.52,1.38
418,1448,Region 3,201446,232,582,707,435,164,84,1972,125298,1.57,1.38
419,1448,Region 3,201447,219,533,726,465,139,95,1958,107216,1.83,1.79
420,1448,Region 3,201448,201,551,741,478,150,100,2020,90209,2.24,2.06
421,1448,Region 4,201440,297,330,504,187,80,46,1147,123634,0.93,0.84
422,1448,Region 4,201441,301,353,722,248,73,64,1460,124516,1.17,1.12
423,1448,Region 4,201442,296,325,667,238,80,44,1354,126472,1.07,1.14
424,1448,Region 4,201443,281,382,694,286,128,47,1537,126041,1.22,1.33
425,1448,Region 4,201444,298,335,807,248,92,47,1529,126641,1.21,1.29
426,1448,Region 4,201445,282,475,916,306,117,49,1863,119921,1.55,1.53
427,1448,Region 4,201446,274,500,923,300,111,54,1888,102667,1.84,1.63
428,1448,Region 4,201447,266,576,1326,456,150,65,2573,106271,2.42,2.17
429,1448,Region 4,201448,233,653,1103,426,181,113,2476,70680,3.5,3.13
430,1448,Region 5,201440,263,358,400,181,80,64,1083,106173,1.02,0.74
431,1448,Region 5,201441,273,339,443,182,105,48,1117,106951,1.04,0.81
432,1448,Region 5,201442,277,402,472,190,100,65,1229,107791,1.14,0.88
433,1448,Region 5,201443,279,389,505,242,100,84,1320,110835,1.19,0.99
434,1448,Region 5,201444,275,456,550,233,117,64,1420,111916,1.27,1.04
435,1448,Region 5,201445,273,485,685,241,102,72,1585,110076,1.44,1.16
436,1448,Region 5,201446,267,545,703,262,111,59,1680,102842,1.63,1.29
437,1448,Region 5,201447,245,585,791,304,126,77,1883,95462,1.97,1.53
438,1448,Region 5,201448,231,615,892,290,115,121,2033,70015,2.9,1.97
439,1448,Region 6,201440,233,464,710,469,121,78,1842,103229,1.78,1.84
440,1448,Region 6,201441,244,560,806,508,187,100,2161,109223,1.98,2.02
441,1448,Region 6,201442,249,764,928,573,182,103,2550,109716,2.32,2.15
442,1448,Region 6,201443,248,654,982,570,170,90,2466,108545,2.27,2.2
443,1448,Region 6,201444,239,667,1022,593,141,78,2501,107732,2.32,2.3
444,1448,Region 6,201445,241,788,1116,601,170,90,2765,104943,2.63,2.42
445,1448,Region 6,201446,210,816,1034,470,153,133,2606,102215,2.55,2.12
446,1448,Region 6,201447,225,859,1644,819,217,117,3656,95015,3.85,3.76
447,1448,Region 6,201448,224,1183,1623,1086,285,211,4388,89301,4.91,4.5
448,1448,Region 7,201440,81,50,97,42,15,13,217,49737,0.44,0.7
449,1448,Region 7,201441,81,57,124,54,17,11,263,49631,0.53,0.84
450,1448,Region 7,201442,79,52,127,71,23,13,286,51411,0.56,0.96
451,1448,Region 7,201443,82,63,127,53,25,8,276,51091,0.54,0.86
452,1448,Region 7,201444,77,52,112,36,9,11,220,47182,0.47,0.7
453,1448,Region 7,201445,78,47,120,58,11,11,247,50127,0.49,0.75
454,1448,Region 7,201446,79,61,130,59,22,7,279,50088,0.56,1.02
455,1448,Region 7,201447,73,73,151,51,19,8,302,48047,0.63,1.04
456,1448,Region 7,201448,66,74,153,86,21,17,351,33915,1.03,2.11
457,1448,Region 8,201440,117,82,152,87,19,8,348,36976,0.94,0.67
458,1448,Region 8,201441,114,58,146,87,23,12,326,37506,0.87,0.66
459,1448,Region 8,201442,114,65,175,82,19,10,351,39372,0.89,0.67
460,1448,Region 8,201443,109,80,173,91,22,10,376,34866,1.08,0.79
461,1448,Region 8,201444,111,81,151,94,26,12,364,36241,1.0,0.77
462,1448,Region 8,201445,105,82,179,80,21,6,368,34154,1.08,0.82
463,1448,Region 8,201446,106,90,211,96,19,14,430,35459,1.21,0.8
464,1448,Region 8,201447,104,95,227,80,25,16,443,34487,1.28,0.76
465,1448,Region 8,201448,102,111,223,89,24,18,465,27638,1.68,0.95
466,1448,Region 9,201440,233,265,539,210,98,110,1222,83000,1.47,1.77
467,1448,Region 9,201441,245,306,577,220,119,94,1316,84648,1.55,1.87
468,1448,Region 9,201442,251,304,546,224,110,131,1315,87480,1.5,1.78
469,1448,Region 9,201443,253,291,525,254,103,73,1246,87707,1.42,1.72
470,1448,Region 9,201444,257,310,495,178,105,108,1196,82613,1.45,1.74
471,1448,Region 9,201445,260,351,657,195,107,79,1389,83045,1.67,2.05
472,1448,Region 9,201446,234,362,516,164,73,87,1202,74060,1.62,1.92
473,1448,Region 9,201447,213,374,579,205,109,68,1335,74183,1.8,2.17
474,1448,Region 9,201448,162,248,279,106,62,30,725,33595,2.16,2.28
475,1448,Region 10,201440,53,22,30,7,1,1,61,10868,0.56,0.47
476,1448,Region 10,201441,53,24,65,20,10,3,122,11648,1.05,1.1
477,1448,Region 10,201442,66,34,62,11,11,2,120,13619,0.88,0.81
478,1448,Region 10,201443,62,38,40,20,6,4,108,12961,0.83,0.76
479,1448,Region 10,201444,64,38,52,25,5,7,127,12688,1.0,0.89
480,1448,Region 10,201445,63,46,63,20,10,10,149,12760,1.17,0.9
481,1448,Region 10,201446,63,43,54,28,9,8,142,12486,1.14,0.92
482,1448,Region 10,201447,54,52,51,21,6,17,147,10914,1.35,1.05
483,1448,Region 10,201448,55,45,36,17,11,8,117,9194,1.27,1.06
484,1449,National,201440,1916,2922,4003,2024,703,519,10171,828007,1.23,1.19
485,1449,National,201441,1942,3033,4447,2150,836,530,10996,817192,1.35,1.34
486,1449,National,201442,1968,3431,4726,2338,873,555,11923,829718,1.44,1.41
487,1449,National,201443,1974,3412,4911,2476,893,522,12214,842101,1.45,1.47
488,1449,National,201444,1981,3564,5034,2267,799,513,12177,826574,1.47,1.46
489,1449,National,201445,1964,4162,5696,2341,847,542,13588,828257,1.64,1.66
490,1449,National,201446,1913,4284,5577,2230,877,563,13531,811471,1.67,1.64
491,1449,National,201447,1904,4618,7088,2896,1024,614,16240,784221,2.07,2.15
492,1449,National,201448,1858,5191,6565,3258,1124,826,16964,623369,2.72,2.62
493,1449,National,201449,1622,5315,7508,4017,1493,1007,19340,681664,2.84,2.5
494,1449,Region 1,201440,142,101,185,44,13,9,352,50625,0.7,0.88
495,1449,Region 1,201441,148,109,199,37,24,17,386,50400,0.77,0.93
496,1449,Region 1,201442,142,81,191,52,21,8,353,44693,0.79,0.95
497,1449,Region 1,201443,147,84,164,47,20,14,329,51439,0.64,0.82
498,1449,Region 1,201444,149,115,216,54,29,15,429,51869,0.83,1.07
499,1449,Region 1,201445,151,143,246,51,24,16,480,56422,0.85,1.18
500,1449,Region 1,201446,143,128,221,52,30,21,452,49933,0.91,1.16
501,1449,Region 1,201447,136,145,167,61,25,10,408,46033,0.89,1.11
502,1449,Region 1,201448,131,131,120,45,20,19,335,30413,1.1,1.33
503,1449,Region 1,201449,112,116,116,66,26,21,345,38216,0.9,1.11
504,1449,Region 2,201440,251,872,758,351,150,108,2239,133970,1.67,1.82
505,1449,Region 2,201441,240,837,675,338,148,110,2108,129140,1.63,1.72
506,1449,Region 2,201442,254,995,860,450,183,108,2596,129653,2.0,2.39
507,1449,Region 2,201443,258,927,968,449,155,101,2600,128211,2.03,2.38
508,1449,Region 2,201444,250,1012,863,343,137,84,2439,122864,1.99,2.08
509,1449,Region 2,201445,246,1189,907,345,139,104,2684,122471,2.19,2.62
510,1449,Region 2,201446,244,1092,815,314,155,79,2455,118824,2.07,2.42
511,1449,Region 2,201447,242,1182,875,370,176,96,2699,116115,2.32,3.02
512,1449,Region 2,201448,242,1248,827,377,140,93,2685,100705,2.67,3.24
513,1449,Region 2,201449,234,1391,1002,386,177,100,3056,119620,2.55,2.72
514,1449,Region 3,201440,240,374,615,448,123,84,1644,127192,1.29,1.12
515,1449,Region 3,201441,236,398,657,456,131,67,1709,111098,1.54,1.35
516,1449,Region 3,201442,230,402,706,436,145,78,1767,116436,1.52,1.25
517,1449,Region 3,201443,240,474,688,451,153,76,1842,125020,1.47,1.32
518,1449,Region 3,201444,237,480,719,445,126,78,1848,120220,1.54,1.35
519,1449,Region 3,201445,234,526,738,411,129,86,1890,124349,1.52,1.38
520,1449,Region 3,201446,235,582,708,435,164,84,1973,126472,1.56,1.35
521,1449,Region 3,201447,228,536,737,465,139,95,1972,109909,1.79,1.76
522,1449,Region 3,201448,217,567,763,480,152,100,2062,94278,2.19,1.93
523,1449,Region 3,201449,203,572,953,720,252,143,2640,112261,2.35,2.13
524,1449,Region 4,201440,298,330,522,187,80,46,1165,124839,0.93,0.84
525,1449,Region 4,201441,303,353,751,248,73,64,1489,125813,1.18,1.12
526,1449,Region 4,201442,300,328,669,240,80,45,1362,128056,1.06,1.14
527,1449,Region 4,201443,287,386,726,290,129,48,1579,128648,1.23,1.33
528,1449,Region 4,201444,308,340,835,250,93,48,1566,129736,1.21,1.28
529,1449,Region 4,201445,293,480,919,307,117,50,1873,122658,1.53,1.5
530,1449,Region 4,201446,295,507,1097,326,127,63,2120,123270,1.72,1.71
531,1449,Region 4,201447,293,594,1589,479,157,73,2892,127915,2.26,2.24
532,1449,Region 4,201448,277,733,1292,510,228,133,2896,92921,3.12,3.17
533,1449,Region 4,201449,243,654,1315,665,257,180,3071,99496,3.09,2.86
534,1449,Region 5,201440,265,358,400,181,80,64,1083,106858,1.01,0.74
535,1449,Region 5,201441,275,339,443,182,105,48,1117,107592,1.04,0.81
536,1449,Region 5,201442,279,402,472,190,100,65,1229,108422,1.13,0.88
537,1449,Region 5,201443,282,394,506,248,101,84,1333,111838,1.19,1.0
538,1449,Region 5,201444,281,456,557,237,122,65,1437,113519,1.27,1.05
539,1449,Region 5,201445,281,490,705,249,106,76,1626,112857,1.44,1.19
540,1449,Region 5,201446,281,553,718,272,113,59,1715,111056,1.54,1.25
541,1449,Region 5,201447,269,591,825,318,129,79,1942,104592,1.86,1.49
542,1449,Region 5,201448,266,657,935,313,127,125,2157,80773,2.67,1.86
543,1449,Region 5,201449,225,888,1328,446,189,163,3014,89652,3.36,2.17
544,1449,Region 6,201440,234,464,710,469,121,78,1842,103339,1.78,1.84
545,1449,Region 6,201441,245,560,806,508,187,100,2161,109335,1.98,2.02
546,1449,Region 6,201442,250,764,928,573,182,103,2550,109825,2.32,2.15
547,1449,Region 6,201443,249,654,983,570,170,90,2467,108656,2.27,2.2
548,1449,Region 6,201444,242,668,1022,593,141,78,2502,107996,2.32,2.29
549,1449,Region 6,201445,243,788,1117,601,170,90,2766,105037,2.63,2.42
550,1449,Region 6,201446,214,849,1080,472,156,133,2690,103310,2.6,2.24
551,1449,Region 6,201447,233,912,1794,803,217,119,3845,96959,3.97,3.93
552,1449,Region 6,201448,240,1238,1719,1114,291,218,4580,91365,5.01,4.53
553,1449,Region 6,201449,233,1169,1946,1378,433,316,5242,110037,4.76,4.66
554,1449,Region 7,201440,82,50,97,42,15,13,217,49919,0.43,0.69
555,1449,Region 7,201441,82,57,124,54,17,11,263,49746,0.53,0.83
556,1449,Region 7,201442,81,52,127,71,23,13,286,51670,0.55,0.95
557,1449,Region 7,201443,84,65,127,53,25,8,278,51354,0.54,0.85
558,1449,Region 7,201444,79,54,112,36,9,11,222,47596,0.47,0.68
559,1449,Region 7,201445,80,47,122,58,11,11,249,50438,0.49,0.74
560,1449,Region 7,201446,82,61,131,59,22,7,280,50546,0.55,1.0
561,1449,Region 7,201447,76,73,155,52,19,8,307,48484,0.63,1.05
562,1449,Region 7,201448,76,78,156,88,23,17,362,35491,1.02,1.98
563,1449,Region 7,201449,55,50,137,79,25,13,304,14159,2.15,2.07
564,1449,Region 8,201440,117,82,152,87,19,8,348,36976,0.94,0.67
565,1449,Region 8,201441,114,58,146,87,23,12,326,37506,0.87,0.66
566,1449,Region 8,201442,114,65,175,82,19,10,351,39372,0.89,0.67
567,1449,Region 8,201443,109,80,173,91,22,10,376,34866,1.08,0.79
568,1449,Region 8,201444,111,81,151,94,26,12,364,36241,1.0,0.77
569,1449,Region 8,201445,105,82,179,80,21,6,368,34154,1.08,0.82
570,1449,Region 8,201446,107,91,214,97,21,14,437,35622,1.23,0.8
571,1449,Region 8,201447,106,97,233,82,26,16,454,35331,1.28,0.76
572,1449,Region 8,201448,109,118,248,102,29,20,517,30158,1.71,0.99
573,1449,Region 8,201449,99,149,272,137,51,15,624,33384,1.87,1.34
574,1449,Region 9,201440,234,269,534,208,101,108,1220,83421,1.46,1.76
575,1449,Region 9,201441,246,298,581,220,118,98,1315,84914,1.55,1.87
576,1449,Region 9,201442,252,308,536,233,109,123,1309,87972,1.49,1.77
577,1449,Region 9,201443,256,310,536,257,112,87,1302,89108,1.46,1.74
578,1449,Region 9,201444,260,320,507,190,111,115,1243,83845,1.48,1.76
579,1449,Region 9,201445,266,371,700,219,120,93,1503,87071,1.73,2.08
580,1449,Region 9,201446,247,378,539,175,80,95,1267,79926,1.59,1.89
581,1449,Region 9,201447,261,433,661,245,130,101,1570,87613,1.79,2.19
582,1449,Region 9,201448,237,368,467,211,103,93,1242,56993,2.18,2.54
583,1449,Region 9,201449,163,273,376,113,62,49,873,53843,1.62,1.83
584,1449,Region 10,201440,53,22,30,7,1,1,61,10868,0.56,0.47
585,1449,Region 10,201441,53,24,65,20,10,3,122,11648,1.05,1.1
586,1449,Region 10,201442,66,34,62,11,11,2,120,13619,0.88,0.81
587,1449,Region 10,201443,62,38,40,20,6,4,108,12961,0.83,0.76
588,1449,Region 10,201444,64,38,52,25,5,7,127,12688,1.0,0.89
589,1449,Region 10,201445,65,46,63,20,10,10,149,12800,1.16,0.9
590,1449,Region 10,201446,65,43,54,28,9,8,142,12512,1.13,0.92
591,1449,Region 10,201447,60,55,52,21,6,17,151,11270,1.34,1.05
592,1449,Region 10,201448,63,53,38,18,11,8,128,10272,1.25,1.02
593,1449,Region 10,201449,55,53,63,27,21,7,171,10996,1.56,1.37
594,1450,National,201440,1919,2922,4003,2024,703,519,10171,828503,1.23,1.19
595,1450,National,201441,1947,3034,4450,2151,836,530,11001,817865,1.35,1.34
596,1450,National,201442,1976,3431,4728,2338,873,555,11925,830663,1.44,1.41
597,1450,National,201443,1982,3414,4911,2476,894,522,12217,843032,1.45,1.46
598,1450,National,201444,2005,3565,5037,2272,799,513,12186,829772,1.47,1.45
599,1450,National,201445,1993,4170,5711,2350,853,547,13631,832754,1.64,1.65
600,1450,National,201446,1946,4293,5614,2257,895,574,13633,817027,1.67,1.64
601,1450,National,201447,1952,4630,7157,2938,1043,631,16399,793078,2.07,2.13
602,1450,National,201448,1936,5276,6710,3318,1155,849,17308,636737,2.72,2.61
603,1450,National,201449,1856,5749,8411,4430,1684,1144,21418,791558,2.71,2.58
604,1450,National,201450,1619,6463,11078,4700,1692,1224,25157,714950,3.52,3.67
605,1450,Region 1,201440,142,101,185,44,13,9,352,50625,0.7,0.88
606,1450,Region 1,201441,148,109,199,37,24,17,386,50400,0.77,0.93
607,1450,Region 1,201442,143,81,191,52,21,8,353,44746,0.79,0.95
608,1450,Region 1,201443,148,84,164,47,20,14,329,51482,0.64,0.82
609,1450,Region 1,201444,150,115,216,54,29,15,429,51918,0.83,1.07
610,1450,Region 1,201445,152,143,246,51,24,16,480,56472,0.85,1.18
611,1450,Region 1,201446,144,128,221,52,30,21,452,49962,0.9,1.16
612,1450,Region 1,201447,140,147,170,63,26,11,417,46622,0.89,1.11
613,1450,Region 1,201448,139,133,126,47,21,19,346,31360,1.1,1.31
614,1450,Region 1,201449,134,150,221,74,32,27,504,45462,1.11,1.34
615,1450,Region 1,201450,115,144,178,57,32,38,449,38284,1.17,1.52
616,1450,Region 2,201440,252,872,758,351,150,108,2239,134096,1.67,1.82
617,1450,Region 2,201441,241,837,675,338,148,110,2108,129275,1.63,1.71
618,1450,Region 2,201442,255,995,860,450,183,108,2596,129794,2.0,2.38
619,1450,Region 2,201443,259,927,968,449,155,101,2600,128360,2.03,2.37
620,1450,Region 2,201444,260,1012,863,343,137,84,2439,124304,1.96,2.05
621,1450,Region 2,201445,257,1195,917,349,143,108,2712,124318,2.18,2.6
622,1450,Region 2,201446,253,1092,816,315,155,80,2458,120142,2.05,2.38
623,1450,Region 2,201447,255,1188,882,378,178,102,2728,118296,2.31,2.97
624,1450,Region 2,201448,257,1252,835,380,144,98,2709,102779,2.64,3.18
625,1450,Region 2,201449,250,1408,1034,394,183,107,3126,124022,2.52,2.65
626,1450,Region 2,201450,216,1328,1027,460,180,115,3110,115326,2.7,3.04
627,1450,Region 3,201440,240,374,615,448,123,84,1644,127192,1.29,1.12
628,1450,Region 3,201441,236,398,657,456,131,67,1709,111098,1.54,1.35
629,1450,Region 3,201442,230,402,706,436,145,78,1767,116436,1.52,1.25
630,1450,Region 3,201443,240,474,688,451,153,76,1842,125020,1.47,1.32
631,1450,Region 3,201444,237,480,719,445,126,78,1848,120220,1.54,1.35
632,1450,Region 3,201445,234,526,738,411,129,86,1890,124349,1.52,1.38
633,1450,Region 3,201446,236,582,708,436,165,84,1975,126798,1.56,1.35
634,1450,Region 3,201447,231,537,737,465,139,96,1974,110475,1.79,1.75
635,1450,Region 3,201448,221,570,763,480,152,100,2065,95035,2.17,1.93
636,1450,Region 3,201449,220,616,992,725,252,146,2731,119726,2.28,2.07
637,1450,Region 3,201450,206,810,1426,980,328,228,3772,120253,3.14,2.8
638,1450,Region 4,201440,298,330,522,187,80,46,1165,124839,0.93,0.84
639,1450,Region 4,201441,304,353,752,248,73,64,1490,125908,1.18,1.12
640,1450,Region 4,201442,302,328,670,240,80,45,1363,128210,1.06,1.13
641,1450,Region 4,201443,288,386,726,290,129,48,1579,128744,1.23,1.32
642,1450,Region 4,201444,312,341,837,250,93,48,1569,130313,1.2,1.27
643,1450,Region 4,201445,299,482,920,311,119,50,1882,123511,1.52,1.5
644,1450,Region 4,201446,302,508,1107,334,135,64,2148,124557,1.72,1.7
645,1450,Region 4,201447,301,595,1607,486,162,75,2925,130030,2.25,2.19
646,1450,Region 4,201448,288,749,1320,531,239,140,2979,97230,3.06,3.09
647,1450,Region 4,201449,273,738,1533,776,305,205,3557,113558,3.13,2.88
648,1450,Region 4,201450,245,1099,2218,675,252,179,4423,104328,4.24,3.7
649,1450,Region 5,201440,265,358,400,181,80,64,1083,106858,1.01,0.74
650,1450,Region 5,201441,275,339,443,182,105,48,1117,107592,1.04,0.81
651,1450,Region 5,201442,279,402,472,190,100,65,1229,108422,1.13,0.88
652,1450,Region 5,201443,282,394,506,248,101,84,1333,111838,1.19,1.0
653,1450,Region 5,201444,282,456,558,240,122,65,1441,113871,1.27,1.05
654,1450,Region 5,201445,283,490,705,249,106,76,1626,113379,1.43,1.18
655,1450,Region 5,201446,283,553,709,272,115,59,1708,111561,1.53,1.23
656,1450,Region 5,201447,272,584,826,323,129,79,1941,105125,1.85,1.48
657,1450,Region 5,201448,274,657,951,323,129,125,2185,81559,2.68,1.88
658,1450,Region 5,201449,261,929,1430,479,200,175,3213,101183,3.18,2.27
659,1450,Region 5,201450,236,1089,2161,676,278,219,4423,96611,4.58,3.86
660,1450,Region 6,201440,234,464,710,469,121,78,1842,103549,1.78,1.83
661,1450,Region 6,201441,245,560,807,509,187,100,2163,109505,1.98,2.02
662,1450,Region 6,201442,251,764,929,573,182,103,2551,110021,2.32,2.15
663,1450,Region 6,201443,250,654,983,570,171,90,2468,108852,2.27,2.2
664,1450,Region 6,201444,243,668,1022,593,141,78,2502,108188,2.31,2.29
665,1450,Region 6,201445,244,788,1117,601,170,90,2766,105213,2.63,2.42
666,1450,Region 6,201446,216,850,1080,473,156,133,2692,103425,2.6,2.24
667,1450,Region 6,201447,237,912,1794,804,217,119,3846,97650,3.94,3.91
668,1450,Region 6,201448,243,1268,1783,1123,293,221,4688,91993,5.1,4.69
669,1450,Region 6,201449,242,1218,2021,1419,437,331,5426,111953,4.85,4.71
670,1450,Region 6,201450,230,1287,2671,1251,399,262,5870,94620,6.2,8.19
671,1450,Region 7,201440,83,50,97,42,15,13,217,50032,0.43,0.69
672,1450,Region 7,201441,83,57,124,54,17,11,263,49871,0.53,0.83
673,1450,Region 7,201442,82,52,127,71,23,13,286,51846,0.55,0.95
674,1450,Region 7,201443,85,65,127,53,25,8,278,51529,0.54,0.85
675,1450,Region 7,201444,80,54,112,36,9,11,222,47750,0.46,0.68
676,1450,Region 7,201445,81,47,123,58,11,11,250,50597,0.49,0.75
677,1450,Region 7,201446,84,61,133,59,22,7,282,50797,0.56,1.0
678,1450,Region 7,201447,78,73,159,55,20,8,315,48724,0.65,1.06
679,1450,Region 7,201448,79,78,160,88,23,17,366,35938,1.02,1.96
680,1450,Region 7,201449,74,88,225,120,44,21,498,50825,0.98,2.06
681,1450,Region 7,201450,62,143,456,194,55,65,913,46891,1.95,4.26
682,1450,Region 8,201440,117,82,152,87,19,8,348,36976,0.94,0.67
683,1450,Region 8,201441,114,58,146,87,23,12,326,37506,0.87,0.66
684,1450,Region 8,201442,114,65,175,82,19,10,351,39372,0.89,0.67
685,1450,Region 8,201443,110,80,173,91,22,10,376,34929,1.08,0.79
686,1450,Region 8,201444,113,81,151,94,26,12,364,36319,1.0,0.77
687,1450,Region 8,201445,107,82,179,80,21,6,368,34343,1.07,0.82
688,1450,Region 8,201446,109,91,214,97,21,14,437,35761,1.22,0.8
689,1450,Region 8,201447,108,97,234,82,26,16,455,35502,1.28,0.76
690,1450,Region 8,201448,111,118,248,103,29,20,518,30289,1.71,0.99
691,1450,Region 8,201449,107,153,277,140,52,16,638,35569,1.79,1.32
692,1450,Region 8,201450,102,178,395,194,54,33,854,34588,2.47,1.89
693,1450,Region 9,201440,235,269,534,208,101,108,1220,83468,1.46,1.76
694,1450,Region 9,201441,248,299,582,220,118,98,1317,85062,1.55,1.87
695,1450,Region 9,201442,253,308,536,233,109,123,1309,88025,1.49,1.77
696,1450,Region 9,201443,257,310,536,257,112,87,1302,89167,1.46,1.74
697,1450,Region 9,201444,262,320,507,190,111,115,1243,84013,1.48,1.76
698,1450,Region 9,201445,269,371,700,219,120,93,1503,87566,1.72,2.06
699,1450,Region 9,201446,252,385,570,190,86,104,1335,81335,1.64,1.91
700,1450,Region 9,201447,268,440,688,260,140,108,1636,89167,1.83,2.2
701,1450,Region 9,201448,259,394,481,221,113,101,1310,60146,2.18,2.49
702,1450,Region 9,201449,231,391,607,273,151,105,1527,77545,1.97,2.18
703,1450,Region 9,201450,148,323,456,178,92,75,1124,53050,2.12,2.12
704,1450,Region 10,201440,53,22,30,7,1,1,61,10868,0.56,0.47
705,1450,Region 10,201441,53,24,65,20,10,3,122,11648,1.05,1.1
706,1450,Region 10,201442,67,34,62,11,11,2,120,13791,0.87,0.8
707,1450,Region 10,201443,63,40,40,20,6,4,110,13111,0.84,0.76
708,1450,Region 10,201444,66,38,52,27,5,7,129,12876,1.0,0.89
709,1450,Region 10,201445,67,46,66,21,10,11,154,13006,1.18,0.89
710,1450,Region 10,201446,67,43,56,29,10,8,146,12689,1.15,0.91
711,1450,Region 10,201447,62,57,60,22,6,17,162,11487,1.41,1.07
712,1450,Region 10,201448,65,57,43,22,12,8,142,10408,1.36,1.07
713,1450,Region 10,201449,64,58,71,30,28,11,198,11715,1.69,1.46
